search_keyword,title,company,location,salary_min,salary_max,created,description,experience_level,skills_found
data analytics,Revenue Operations Specialist,r3 Consultant,"Jaipur, Rajasthan",800000.0,1000000.0,2026-01-11T06:39:06Z,"Position: Revenue Operations Specialist Budget: Market standard hike No of positions: 1 Shift: 05:00 PM to 02:00 AM IST Experience: 4-6 Years Location : Remote (Pan India) EMPLOYMENT TYPE: Full-Time, Permanent The Revenue Operations Specialist is responsible for executing data analysis, developing queries, and supporting data-driven initiatives across prospect, customer, and internal projects. This role focuses on ensuring the accuracy, consistency, and organization of data to enable effective …",Mid-level / Not Specified,Not mentioned
data analytics,HRBP,Resources Valley,"Jaipur, Rajasthan",500000.0,1200000.0,2025-09-23T07:13:39Z,"Job Purpose: The HR Business Partner will act as a strategic advisor to business leaders, aligning HR initiatives with business goals. The role involves driving employee engagement, performance management, talent development, organizational effectiveness, and change management within the assigned business unit. Key Responsibilities: 1. Strategic HR Partnership · Act as the single point of contact for the leadership team and employees in the assigned business unit. · Understand business goals an…",Senior,Not mentioned
data analytics,Product Manager ML,YourHRfolks,"Jaipur, Rajasthan",750000.0,2500000.0,2021-05-26T12:51:49Z,"Title ML Product Manager Reporting to Sr. Director of Product Management About the role We are looking for a Product Manager for our AI/ML Product team that is responsible for delivering ML powered products and applications such as Campaign recommendations and personalization. As part of the team, the candidate will lead the full product lifecycle of the product, including market research, competitive analysis, gathering requirements, developing specifications, and getting the product developed…",Senior,Not mentioned
data analytics,Chief Manager – Legal Claims (On Role) Jaipur,Talent Leads Consultants,"Jaipur, Rajasthan",,,2026-05-15T02:15:56Z,"Job Description: Chief Manager – Legal Claims (On Role) Location: Jaipur, Rajasthan Grade: TBA Required Qualification/Parameters Required Experience and Skills o Must be a Law Graduate (LLB or LLM) from a recognized institution or university. o Minimum 12 to 14yrs of experience in the General Insurance Industry with a focus on Legal/TP Claims o Minimum 5 to 7 yrs. of experience specifically within the Rajasthan State in GI (Legal Claims) o Experience working with minimum two states in the West …",Mid-level / Not Specified,Not mentioned
data analytics,Analytics Manager,Careem,"Jaipur, Rajasthan",,,2025-12-03T05:54:43Z,"The role is responsible for driving data-driven insights and strategies to fuel user acquisition, engagement, and retention across Careem's platform and verticals. The role holder will leverage advanced data analytics, understanding of consumer behavior, and prior grasp of key fundamental digital & growth metrics to define and analyze growth opportunities, optimize campaigns and initiatives, and improve key metrics such as CAC, conversion rate and reactivation rate. Key Accountabilities: Data C…",Mid-level / Not Specified,Not mentioned
data analytics,Warehouse Manager,Unnati,"Jaipur, Rajasthan",500000.0,600000.0,2022-04-07T05:26:14Z,"Take your career to new heights working alongside some of the financial and business experts from the pharma industry. Our client is a generic pharma chain that partners with medical stores so make medicines easily available and affordable for many Indians. Their app helps consumers to save lacs of rupees by giving them awareness of and access to lower cost generic medicines instead of expensive branded ones. Their aim is to bridge the gap between affordable and expensive brands, and make them …",Mid-level / Not Specified,Not mentioned
data analytics,Sr. Software Development Engineer (Luxembourg),Amazon,"Jaipur, Rajasthan",,,2022-06-01T21:29:10Z,"Have you ever ordered a product from Amazon and been amazed at how fast you receive it? Every day, Amazon engineers are relentlessly working to decrease the time between clicking and delivery for our customers. Amazon Fulfillment Technologies (AFT) powers Amazon’s global fulfillment network by designing and building the software, hardware and processes that enable our customers to get what they want, when they want it. We don’t just talk about innovating, we put innovation into action, working …",Mid-level / Not Specified,Not mentioned
data analytics,Software Development Engineer (Luxembourg),Amazon,"Jaipur, Rajasthan",,,2022-06-01T21:29:11Z,"Have you ever ordered a product from Amazon and been amazed at how fast you receive it? Every day, Amazon engineers are relentlessly working to decrease the time between clicking and delivery for our customers. Amazon Fulfillment Technologies (AFT) powers Amazon’s global fulfillment network by designing and building the software, hardware and processes that enable our customers to get what they want, when they want it. We don’t just talk about innovating, we put innovation into action, working …",Mid-level / Not Specified,Not mentioned
data analytics,Business Intel Engineer -Fleet (Luxembourg),Amazon,"Jaipur, Rajasthan",,,2022-06-01T21:29:11Z,"The goal of Amazon Logistics is to build a world class last mile operation. Amazon aims to exceed the expectations of our customers by ensuring that their orders are delivered quickly, accurately, and in the most cost effective way as possible. To get there, we need exceptionally talented, bright, and driven people. If you'd like to help us build a world-class logistics practice, this is your chance to make history. Amazon Logistics is seeking Business Intelligence Engineer to work in the EU Fl…",Mid-level / Not Specified,Not mentioned
data analytics,Professional Development Consultant,MTX,"Jaipur, Rajasthan",800000.0,1600000.0,2024-08-23T10:39:28Z,"MTX Group Inc. (MTX) is seeking motivated Professional Development Consultants to join our team. Professional Development Manager will serve as a personal coach, dedicated to fostering consultant’s success and growth within the organization. MTX is a global technology consulting firm that enables organizations to modernize through digital transformation. With data as the new currency, MTX helps transform long-term strategy with outcomes in mind around happiness, health and the economy. MTX impr…",Mid-level / Not Specified,Not mentioned
data analytics,Professional Development Consultant,MTX,"Jaipur, Rajasthan",1200000.0,1600000.0,2024-08-28T11:29:55Z,"MTX Group Inc. (MTX) is seeking motivated Professional Development Consultants to join our team. Professional Development Manager will serve as a personal coach, dedicated to fostering consultant’s success and growth within the organization. MTX is a global technology consulting firm that enables organizations to modernize through digital transformation. With data as the new currency, MTX helps transform long-term strategy with outcomes in mind around happiness, health and the economy. MTX impr…",Mid-level / Not Specified,Not mentioned
data analytics,"Software Development Engineer, AFT External Fulfillment (Luxembourg)",Amazon,"Jaipur, Rajasthan",,,2025-11-15T23:14:52Z,"Have you ever ordered a product from Amazon and been amazed at how fast you receive it? Every day, Amazon engineers are relentlessly working to decrease the time between clicking and delivery for our customers. Amazon Fulfillment Technologies (AFT) powers Amazon’s global fulfillment network by designing and building the software, hardware and processes that enable our customers to get what they want, when they want it. We don’t just talk about innovating, we put innovation into action, working …",Mid-level / Not Specified,Not mentioned
data analytics,"Software Development Engineer, Amazon Fulfillment Technologies, Amazon Fulfillment Technologies (Luxembourg)",Amazon,"Jaipur, Rajasthan",,,2022-06-01T21:29:11Z,"Have you ever ordered a product from Amazon and been amazed at how fast you receive it? Every day, Amazon engineers are relentlessly working to decrease the time between clicking and delivery for our customers. Amazon Fulfillment Technologies (AFT) powers Amazon’s global fulfillment network by designing and building the software, hardware and processes that enable our customers to get what they want, when they want it. We don’t just talk about innovating, we put innovation into action, working …",Mid-level / Not Specified,Not mentioned
data analytics,"Software Development Engineer, Amazon Fulfillment Technologies, Fulfillment AI (Luxembourg)",Amazon,"Jaipur, Rajasthan",,,2022-06-01T21:29:11Z,"Have you ever ordered a product from Amazon and been amazed at how fast you receive it? Every day, Amazon engineers are relentlessly working to decrease the time between clicking and delivery for our customers. Amazon Fulfillment Technologies (AFT) powers Amazon’s global fulfillment network by designing and building the software, hardware and processes that enable our customers to get what they want, when they want it. We don’t just talk about innovating, we put innovation into action, working …",Mid-level / Not Specified,Not mentioned
data analytics,Professional Development Consultant,MTX Group,"Jaipur, Rajasthan",600000.0,1000000.0,2024-08-28T11:29:55Z,"Responsibilities: Workforce Management : ● Manage the reporting team structure and oversee the daily activities of the reporting team, providing direction and guidance as needed ● Serve as a mentor to the team, actively engaging with them to ensure they maintain a high level of competence and operational excellence ● Identify and analyze potential risks related to the reporting team that may impact project success Talent Acquisition Support: ● Support talent acquisition efforts by participating…",Mid-level / Not Specified,excel
data analytics,"Senior Full-Stack Engineer, LearnWith.AI (Remote) - $100,000/year USD",Crossover,"Jaipur, Rajasthan",,,2026-06-22T18:42:26Z,"Remote Contractor $50/hr We are seeking an exceptional engineer who excels at ownership, strategic thinking, and solving sophisticated technical problems. In this position, you will develop critical product features while influencing technical strategy and maintaining long-term stability and scalability. Your architectural choices will have direct consequences for the product and its user base, granting you freedom to innovate alongside the obligation to execute. You'll Contribute To Products T…",Mid-level / Not Specified,excel
data analytics,Opening For Lab Trainers on cutting Edge technologies,Prolim Solutions India Private Limited,"Jaipur, Rajasthan",,,2026-06-17T07:15:27Z,"Job description We are hiring Lab Trainers for various cutting-edge technology domains. The ideal candidate should have expertise in their respective fields, a passion for teaching, and hands-on experience with engineering software/tools. Location:- Jaipur Experience Level: Senior Trainers: 5-7 years of industry experience  1 year training experience Trainers: 3-4 years of industry experience  1 year training experience Jr.Trainers: 3-4 years of industry experience  1 year training experience O…",Senior,Not mentioned
data analytics,E-commerce Manager,Everhome Stores Private Limited,"Jaipur, Rajasthan",300000.0,400000.0,2022-09-26T06:56:28Z,"E-COMMERCE MANAGER Responsibilities ● Liaising and influencing cross-functionally within the senior management team, ensuring all stakeholders are engaged in E-Commerce activity, projects and strategy, and knowledge, assistance, and insight are acquired where needed. ● Managing the marketplaces, namely Amazon, and Flipkart and planning the presence of the organisation - in terms of the strategy, management, forecasts and results. These include short- and long-term objectives, customer metrics a…",Senior,Not mentioned
data analytics,HR,Resources Valley,"Jaipur, Rajasthan",300000.0,2000000.0,2025-08-27T05:48:58Z,"We are looking for a (Human Resources) HR Generalist to join our team and implement various human resources programs. 0-5 years of experience in a relevant HR role. Self-starter with strong project management skills, capable of multitasking and meeting tight deadlines. Good experience in employee relation, HR policies and recruitment. Excellent communication and interpersonal skills. Proficiency in MS Office, particularly advanced Excel and Word. Experience with global HR tools (e.g., Odoo) is …",Mid-level / Not Specified,excel
data analytics,Big Data Engineer,YourHRfolks,"Jaipur, Rajasthan",750000.0,3000000.0,2021-05-26T12:52:33Z,"Position: Big Data Engineer What You'll Do Punchh is seeking to hire Big Data Engineer at either a senior or tech lead level. Reporting to the Director of Big Data, he/she will play a critical role in leading Punchh’s big data innovations. By leveraging prior industrial experience in big data, he/she will help create cutting-edge data and analytics products for Punchh’s business partners. This role requires close collaborations with data, engineering, and product organizations. His/her job func…",Senior,Not mentioned
reporting analyst,Information Security and Compliance Analyst,rightpoint,"Jaipur, Rajasthan",,,2025-11-10T16:26:37Z,"Description Rightpoint, a Genpact company (NYSE: G) is a global experience leader. Over 500 employees work with clients end-to-end, from defining and enabling vision to ensuring ongoing market relevance. Our diverse teams lead with empathy, data and creativity—always in service of the experience. From whiteboard to roll-out, we help our clients embed experience across their operations from front to back office to accelerate digital transformation through a human-centric lens. Are you someone wh…",Senior,Not mentioned
mis executive,Office Executive & MIS – Real Estate,Reliant Housing Group,"Jaipur, Rajasthan",,,2026-06-26T19:02:48Z,"Job Description: Office Executive & MIS – Real Estate Location: Mansarovar, Jaipur Department: MIS / Lead Management / Office Coordination Job Type: Full-time Job Summary We are looking for a professional, well-organised, and technically sound Office Executive & MIS for our real estate office. The main responsibility of this role is to manage incoming leads, assign leads to project sales teams, maintain proper lead records, check lead quality, and coordinate with marketing, technical, CRM, acco…",Senior,Not mentioned
mis executive,Vehicle Maintenance Executive,Wevois Labs Pvt Ltd,"Jaipur, Rajasthan",180000.0,240000.0,2026-06-13T07:40:31Z,"Job Title: Vehicle Maintenance Executive Experience: 1–3 Years Qualification: B.Tech – Mechanical / Electrical/ Automobile Company Profile WeVOIS Labs Pvt. Ltd. is a leading solid waste management company committed to building a cleaner and greener tomorrow. With our innovative, IoT-based, automated door-to-door waste collection systems, we’re revolutionizing urban waste management. Our mission is to deliver eco-friendly, efficient, and data-driven waste collection solutions that foster sustain…",Senior,Not mentioned
